"ProductID";"PartNumber";"Description"
1333;"yf6t45";"6"" green strobe willow"
1334;"yf6t46";"6"" double red crackling hearts"
1335;"yf6t48";"6"" blue peony w/silver palm tree & red pistil"
1336;"yf6t54";"6"" glittering silver to red chrys"
1337;"yf6t57";"6"" red gamboge to silver swimming"
1338;"yf6t58";"6"" green coconut"
1339;"yf6t59";"6"" red strobe crown"
1340;"yf6t60";"6"" green strobe crown"
1341;"yf6t61";"6"" green ghost peony w/purple pistil"
1342;"yf6t62";"6"" blue flying dragons"
1343;"yf6t63";"6"" blue to purple to yellow ghost peony"
1344;"yf6t66";"6"" purple falling leaves"
1345;"yf6t69";"6"" nishiki kamuro to green swimming"
1346;"yf6t70";"6"" kamuro chrys to white strobe w/mc swimming pistil"
1347;"yf6t72";"6"" multicolor butterfly"
1348;"yf6t74";"6"" orange titanium salute small flowers (sos)"
1349;"yf6t75";"6"" magenta to green meteors"
1350;"yf6t76";"6"" spangle chrys w/multicolor flowers w/white pistil"
1351;"yf8asrtc1";"8"" assortment YungFeng C1 (fancy), 1 ea of 4 w/2 fuses"
1352;"yf8asrtc2";"8"" assortment YungFeng C2 (fancy), 1 ea of 4 w/2 fuses"
1353;"yf8asrtc3";"8"" assortment YungFeng C3 (fancy), 1 ea of 4 w/2 fuses"
1354;"yf8asrtc4";"8"" assortment YungFeng C4 (fancy), 1 ea of 4 w/2 fuses"
1355;"yf8asrtc5";"8"" assortment YungFeng C5 (fancy), 1 ea of 4 w/2 fuses"
1356;"yf8asrtc6";"8"" assortment YungFeng C6 (fancy), 1 ea of 4 w/2 fuses"
1357;"yf8assort";"8"" assortment YungFeng A thru R (fancy), 1 ea of 4 w/2 fuses"
1358;"yf8assT1";"8"" assortment YungFeng T1 (fancy), 1 ea of 4 w/2 fuses"
1359;"yf8assT2";"8"" assortment YungFeng T2 (fancy), 1 ea of 4 w/2 fuses"
1360;"yf8assT3";"8"" assortment YungFeng T3 (fancy), 1 ea of 4 w/2 fuses"
1361;"yf8assT4";"8"" assortment YungFeng T4 (fancy), 1 ea of 4 w/2 fuses"
1362;"yf8assT5";"8"" assortment YungFeng T5 (fancy), 1 ea of 4 w/2 fuses"
1363;"yf8assT6";"8"" assortment YungFeng T6 (fancy), 1 ea of 4 w/2 fuses"
1364;"yf8c08";"8"" nishiki kamuro niagra falls 113-117"
1365;"yf8d03";"8"" lemon peony in magenta circle  w/ris flwr 810"
1366;"yf8e04";"8"" multicolor peony in nishiki kamuro circle w/4 spangle tails 784"
1367;"yf8e05";"8"" purple peony in nishiki kamuro circle w/spngle pistl w/4 purple tls"
1368;"yf8e07";"8"" multicolor coconut crossette w/4 silver tails"
1369;"yf8e10";"8"" green & golden coconut crossette w/spngl & crcklng pist w/4 spngl tls"
1370;"yf8e11";"8"" green & purple coconut crossette w/spngl & crcklng pist w/4 spngl tls"
1371;"yf8e14";"8"" mixed golden & purple peony w/4 spangle tails"
1372;"yf8e15";"8"" three pistil - green to red to gold spngle in red crcl w/4 red tails"
1373;"yf8e3p";"8"" three pistil - silver to green to red in red circle w/4 red tails"
1374;"yf8ecc";"8"" red gam to crcklng chrys w/crcklng pist w/green circle"
1375;"yf8k18";"8"" crackling thousand circle chrys w/double crackling pistil"
1376;"yf8k22";"8"" gold coconut w/ rising tail 800"
1377;"yf8k26";"8"" purple crackling w/crackling pistil"
1378;"yf8k28";"8"" yellow crackling w/crackling pistil 792"
1379;"yf8k31";"8"" purple ghost peony w/green pistil (color moves across peony)"
1380;"yf8k32";"8"" lemon ghost peony w/aqua pistil 809"
1381;"yf8k39";"8"" red crackling w/crackling pistil 825-826 788"
1382;"yf8k45";"8"" strobing (gold) crossette w/crackling pistil"
1383;"yf8k46";"8"" crackling crossette w/crackling pistil"
1384;"yf8k60";"8"" crackling nishiki kamuro niagra falls 118-122"
1385;"yf8k90";"8"" red ghost peony w/green crackling pistil"
1386;"yf8m01";"8"" gold willow w/multicolor falling leaves pistil 798"
1387;"yf8m04";"8"" 1/4 blue, red, green, yel pe w/crackling pistil w/circle 782"
1388;"yf8p01";"8"" orange crackling w/crackling pistil 123-126 785"
1389;"yf8p02";"8"" red gam to white strobing chrys w/blue to sil pist w/red pist 127-130"
1390;"yf8p03";"8"" white strobing kamuro chrys w/mc swimming pistil 782"
1391;"yf8p04";"8"" multicolor meteors 783-784"
1392;"yf8p09";"8"" red peony w/silver coconut pistil 788"
1393;"yf8p13";"8"" red eddy in chrys w/rising small flowers 791"
1394;"yf8p14";"8"" three pisitls - red & silver 791 848-850 852"
1395;"yf8p15";"8"" red to silver ghost peony w/blue pistil 791 853-854"
1396;"yf8p17";"8"" goldwave to mc flower sheets w/blue pistil 792"
1397;"yf8p19";"8"" goldwave to blue butterfly w/circle w/rising tail 793-794"
1398;"yf8p23";"8"" gold willow w/mc meteors pistil 796-797"
1399;"yf8p31";"8"" red gamboge to red rose w/rising comets 804"
1400;"yf8p318";"8"" red cycas blooms w/blue crossette w/ 4 red tails"
1401;"yf8p37";"8"" green thousand circle chrys w/red strob pist w/ris fall lvs 807"
1402;"yf8p38";"8"" green to purple to silver peony 808"
1403;"yf8p42";"8"" blue peony w/flower sheets w/blue pistil w/ris falling lvs 811"
1404;"yf8p43";"8"" blue peony w/rising small flowers 811"
1405;"yf8p44";"8"" blue cherry blossom w/rising tail 812"
1406;"yf8p46";"8"" three pistils, magenta & lemon strobing 814"
1407;"yf8p50";"8"" strobing thousand circles w/comets 816"
1408;"yf8p51";"8"" five willows 863-865 819"
1409;"yf8p52";"8"" revolving dragons w/purple pistil"
1410;"yf8p53";"8"" magenta peony w/lem cir w/strob pistils w/ris sml flwrs 821-822"
1411;"yf8p55";"8"" glittering silver to golden chrys w/rising comets 823"
1412;"yf8p58";"8"" glittering to purple to strobing chrys w/rising comets 829"
1413;"yf8p60";"8"" silver kamuro chrys w/rising small flowers 831-832"
1414;"yf8p61";"8"" silver meteors 833"
1415;"yf8p62";"8"" silver coconut w/rising tail 834"
1416;"yf8p63";"8"" purple crossette 835-836"
1417;"yf8p64";"8"" purple to green strobing peony w/red to blue pistil w/tail 834"
1418;"yf8p66";"8"" 1/2 red strob 1/2 grn strob w/goldwave to red & grn dbl pist 837"
1419;"yf8p67";"8"" colorful ti salutes 838-841"
1420;"yf8p68";"8"" eight hearts red & blue 842-846 855"
1421;"yf8p70";"8"" red strobing willow 851-852"
1422;"yf8p71";"8"" gold willow thousand circles chrys 855"
1423;"yf8p73";"8"" green & crackling ghost peony 856"
1424;"yf8p74";"8"" green strobing willow 857"
1425;"yf8p75";"8"" green chrys to crackling balls 858"
1426;"yf8p79";"8"" small ti salute flowers 861-862"
1427;"yf8p80";"8"" multicolor thousand circles chrys 866-868"
1428;"yf8p82";"8"" purple cycas blooms 870"
1429;"yf8pgw";"8"" gold willow"
1430;"yf8t03";"8"" gold willow to green willow w/green falling leaves"
1431;"yf8t04";"8"" silver nishiki kamuro"
1432;"yf8t05";"8"" silver kamuro chrys w/strobe pistil"
1433;"yf8t07";"8"" glittering silver to blue to strobe w/gold strobe pistil"
1434;"yf8t08";"8"" glittering silver to multicolor w/gold strobe pistil"
1435;"yf8t10";"8"" glittering silver to white strobe w/gold strobe pistil"
1436;"yf8t12";"8"" red gan to crackling chrys w/crackling pistil"
1437;"yf8t16";"8"" green strobe willow w/blue small flowers"
1438;"yf8t20";"8"" blue to nishiki kamuro 5-angle star pattern"
1439;"yf8t21";"8"" blue to green strobe peony w/red strobe pistil"
1440;"yf8t22";"8"" purple cycas"
1441;"yf8t23";"8"" purple 10 thousand circles"
1442;"yf8t24";"8"" multicolor 10 thousand circles"
1443;"yf8t27";"8"" nishiki kamuro w/green pistil"
1444;"yf8t28";"8"" nishiki kamuro w/red pistil"
1445;"yf8t30";"8"" nishiki kamuro w/blue pistil"
1446;"yf8t31";"8"" nishiki kamuro crackling flowers"
1447;"yf8t33";"8"" nishiki kamuro niagra falls w/purple pistil"
1448;"yf8t38";"8"" nishiki kamuro to green strobe w/green strobe pistil"
1449;"yf8t39";"8"" nishiki kamuro to white strobe w/white strobe pistil"
1450;"yf8t40";"8"" spangle chrys w/multi color small flowers"
1451;"yf8t44";"8"" light green peony w/gold palm tree & silver pistil"
1452;"yf8t45";"8"" light green peony w/gold coconut & magenta pistil w/tail"
1453;"yf8t46";"8"" crackling nishiki kamuro w/multicolor meteors pistil"
1454;"yf8t47";"8"" crackling ten thous circle chrys w/double crcklng pistils"
1455;"yf8t49";"8"" kamuro chrys to white strobe"
1456;"yf8t50";"8"" half lemon peony w/ring & purple pistil"
1457;"yf8t52";"8"" orange strobe kamuro chrys w/orange strobe pist w/tail"
1458;"yf8t53";"8"" purple & light green ten thousand circle chrys w/tail"
1459;"yf8t55";"8"" pink ten thousand circle chrys w/tail"
1460;"yf8t56";"8"" multicolor ten thousand circle chrys w/tail"
1461;"yf8t57";"8"" nishiki kamuro crackling w.crackling pistil"
1462;"yf8t58";"8"" white strobe ten thousand circle chrys"
1463;"yf8t59";"8"" green strobe ten thousand circle chrys"
1464;"yf8t60";"8"" kamuro chrys to red strobe"
1465;"yf8t61";"8"" glittering silver chrys to red"
1466;"yf8t62";"8"" gold willow to purple strobe"
1467;"yf8t63";"8"" blue titanium salute small flowers"
1468;"yf8t64";"8"" blue peony w/silver palm tree & red pistil"
1469;"yf8t65";"8"" nishiki kamuro to red swimming"
1470;"yf8t66";"8"" lemon & yellow flying dragons w/crackling pistil"
1471;"yj15";"fntn 0.5 sec silver jet - 26 ft"
1472;"yj16";"fntn 0.5 sec silver jet - 45 ft"
1473;"yj17";"fntn 2 sec special red fountain - 16 ft"
1474;"yj18b";"cndl 20mm mine, 1-shot, blue"
1475;"yj18c";"cndl 20mm mine, 1-shot, crackling"
1476;"yj18g";"cndl 20mm mine, 1-shot, green"
1477;"yj18r";"cndl 20mm mine, 1-shot, red"
1478;"yj18w";"cndl 20mm mine, 1-shot, white"
1479;"yj5";"strobe pot red 30 sec w/1-ft ematch"
1480;"yj6";"strobe pot green 30 sec w/1-ft ematch"
1481;"yj7";"strobe pot lemon 30 sec w/1-ft ematch"
1482;"yj8b";"fntn flame projector 18"", 60 sec blue"
1483;"yj8g";"fntn flame projector 18"", 60 sec green"
1484;"yj8p";"fntn flame projector 18"", 60 sec purple"
1485;"yj8r";"fntn flame projector 18"", 60 sec red"
1486;"yj8w";"fntn flame projector 18"", 60 sec silver / white"
1487;"yj8y";"fntn flame projector 18"", 60 sec yellow"
1488;"yj9";"strobe pot white 30 sec w/1-ft ematch"
1489;"yjfnt01";"fntn 2-time silver fountain, 4sec,15 ft"
1490;"yjistg";"strobe instant flash (0.1sec) green w/ematch"
1491;"yjistp";"strobe instant flash (0.1sec) purple w/ematch"
1492;"yjistr";"strobe instant flash (0.1sec) red w/ematch"
1493;"yjistw";"strobe instant flash (0.1sec) white w/ematch"
1494;"yjm2";"fntn 30 sec silver crackling fountain - low smoke - 10 ft tall"
1495;"yjm3";"wheel 20 sec silver saxon wheel - 10 ft spread"
1496;"yjm4";"wheel stationary 50 sec silver sun w/red core - 25 ft dia, low smk"
1497;"yjm5";"wheel stationary 50 sec gold sun w/blue core - 25 ft dia, low smk"
1498;"yx25assorta";"2.5"" assortment A yx 4 ea of 24 w/large silver tail & 2 fuses"
1499;"yx3assorta";"3"" assorted shells yx 2 ea of 36 w/big silver tail & 2 fuses"
1500;"yx4assorta";"4"" assortment yx 2 ea of 18 w/big silver tail & 2 fuses"
1501;"yx4n01";"4"" lemon peony w/red core"
1502;"yx4n02";"4"" blue peony w/gold palm core"
1503;"yx4n03";"4"" silver wave w/red core"
1504;"yxck01";"ck S 100s blue tail to golden horse tail w/blue core, gold strb mines (20s)"
1505;"yxck02";"ck 100s color dahlias w/chrys mines (30s)"
1506;"yxck04";"ck Z 100s silver fish mines to silver floating chrys (20s)"
1507;"yxck05";"ck fan 100s dbl layer big gold chrys(gold coco,blue stars&crckrs) (20s)"
1508;"yxck06";"ck 2"" 36s fan bauhinia (silver flying dragons w/blue core) 25 sec"
1509;"yy5assrta";"5"" assortment A fancy - 1 ea of 24, some w/tail, 2 fuses"
1510;"yy5assrtb";"5"" assortment B fancy - 1 ea of 24, some w/tail, 2 fuses"
1511;"yy6assrta";"6"" assort A fancy, 1 ea of 9, some w/ tail, w/2 fuses"
1512;"yy6assrtb";"6"" assort B fancy, 1 ea of 9, some w/ tail, w/2 fuses"
1513;"yy8assrta";"8"" assortment A (fancy), 1 ea of 6, some w/tail, w/2 fuses"
1514;"yy8assrtb";"8"" assortment B (fancy), 1 ea of 6, some w/tail, w/2 fuses"
1515;"zx8023";"fntn 5 sec silver fountain - 16 ft"
1516;"zx8033";"fntn 60 sec special red fountain - 16 ft"
1517;"zx8034";"fntn 20 sec fan shape (3-way) silver fountain - 16 ft"
1518;"zx8041";"fntn 8 sec multicolor embroidery fountain - 16 ft"
1519;"zx8050b";"fntn 18 sec silver fountain - 26 ft"
1520;"zx8057";"wheel 10 sec I-wheel (reversing saxon) - 12 ft diameter"
1521;"zx8060b";"wheel 45 sec moving silver wheel w/blue ring & red spiral - 25 ft dia"
1522;"zx8062a";"fntn 60 sec lotus flower silver fountain - low smoke -12-ft for chromatrope"
1523;"zx8081a";"ufo (girandola) whistling w/big silver tail, 1-step no report 5.5sec"
1524;"zx8081b";"ufo (girandola) whistling w/big silver tail, 1-step with report 6.5sec"
1525;"zx8083a";"fntn 3 sec silver butterfly fountain - 45 ft"
1526;"zx8084c";"fntn 3 sec multicolor (r/g/b) fountain - 45 ft"
